_id,No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat.,Lon.,Temperature,Rainfall,Holiday
346,346,2023-10-09,ผ่านฟ้าลีลาศ,ราชดำเนินนอก,331,64.0,27,0,4,13,1656,396.0,139,0,36,56,322.0,62,36,0,0,9,3151.0,13.756331,100.505903,33.73411691616728,42.91225460111246,0
347,347,2023-10-09,ผ่านฟ้าลีลาศ,นครสวรรค์,14,5.0,0,0,0,0,207,91.0,0,0,22,33,57.0,38,0,0,3,1,471.0,13.756331,100.505903,30.69633462527019,8.568905701768903,0
348,348,2023-10-09,ผ่านฟ้าลีลาศ,หลานหลวง,1232,384.0,109,2,20,53,5996,2070.0,455,3,171,311,1605.0,546,71,2,26,79,13135.0,13.756331,100.505903,29.832058303846228,8.35223270358591,0
349,349,2023-10-07,      ใต้ทางด่วนศรีรัช          (ใกล้ซอยประชาชื่น 30),ประชาชื่น,6588,988.0,43,1,29,8,20598,4702.0,209,0,198,38,3865.0,792,46,0,18,6,38129.0,13.83304426,100.5395812,31.039961632667936,40.644073692710116,0
350,350,2023-10-07,ปากซอยวงศ์สว่าง 29,วงศ์สว่าง,1594,477.0,127,0,26,10,6137,1772.0,488,3,144,48,1676.0,338,96,1,15,9,12961.0,13.82726808,100.5272148,34.35254864867486,6.002288648711318,0
351,351,2023-10-07,หน้าศูนย์มาสด้าพระราม 7,พิบูลสงคราม,6249,1101.0,91,0,82,20,20992,6548.0,362,2,498,47,4691.0,1280,128,1,20,2,42114.0,13.81944811,100.5115023,27.318232345975908,4.214190329350526,0
352,352,2023-10-11,หน้าบริษัท คริสเตียนีและนีลเส็น,ลาซาล,2370,1141.0,1,0,12,0,9355,4404.0,0,0,262,7,2414.0,1001,0,0,20,2,20989.0,13.66048017,100.626215,32.56474176664141,4.8438499940362085,0
353,353,2023-10-11,ลาซาล - แบริ่งลาซาล,ลาซาล,905,469.0,0,0,22,1,3784,1922.0,0,0,139,2,909.0,440,0,0,17,0,8610.0,13.66075106,100.6249357,31.905445840516236,11.401554197299706,0
354,354,2023-10-11,ลาซาล - แบริ่งลาซาล,แบริ่งลาซาล,1919,652.0,1,2,22,2,7722,2907.0,1,10,157,8,2072.0,891,2,1,9,0,16378.0,13.66075106,100.6249357,29.546740697532943,7.851494281692722,0
355,355,2023-10-12,หน้าโรงเรียนกุลวรรณ,ประชาราษฎร์สาย 1,4654,913.0,67,0,47,27,15501,5345.0,189,3,208,85,3098.0,1041,52,1,21,28,31280.0,13.81123666,100.5218133,31.544514063482847,29.172063116282104,0
356,356,2023-10-12,หน้าคอนโด เดอะทรี อินเตอร์เชน,ประชาราษฎร์สาย 2,2407,363.0,32,0,15,17,8941,1943.0,135,0,77,112,1797.0,369,36,0,11,46,16301.0,13.80635767,100.5251442,29.793099884649024,31.12162634696311,0
357,357,2023-10-12,หน้าคอนโด ชีวาทัย เรสซิเดนซ์,ประชาราษฎร์สาย 2,2350,312.0,28,0,5,35,9234,1960.0,159,0,56,139,1917.0,400,40,0,14,48,16697.0,13.80633127,100.5223743,29.273311367844517,1.3225014464049556,0
358,358,2023-10-16,หน้าตลาดพิบูลย์วิทย์,กำนันแม้น,1779,507.0,10,0,18,21,5727,3208.0,31,0,120,62,1455.0,944,8,1,8,15,13914.0,13.68701162,100.4441098,32.04087874624176,12.421178442570413,0
359,359,2023-10-16,หน้าตลาดพิบูลย์วิทย์,กำนันแม้น 8,72,23.0,0,0,0,0,152,84.0,0,0,1,4,46.0,27,0,0,1,0,410.0,13.68701162,100.4441098,32.31795598953646,8.26535428617905,0
360,360,2023-10-17,หน้า ธ.กรุงเทพ สาขาเตาปูน,ประชาราษฎร์สาย 2,3796,535.0,82,0,12,66,11161,2913.0,353,2,170,360,2888.0,706,109,0,17,153,23323.0,13.8059251,100.5325315,31.64127622011851,7.607422317666246,0
361,361,2023-10-17,หน้าโรงรับจำนำบางซื่อ,ประชาราษฎร์สาย 2,5579,768.0,97,0,42,99,17107,4904.0,383,1,294,496,5942.0,1712,96,0,17,134,37671.0,13.80550754,100.5337258,26.052407972513603,6.0424928151346755,0
362,362,2023-10-17,ปากซอยกรุงเทพ - นนทบุรี 20,กรุงเทพ - นนทบุรี ,2885,441.0,68,0,11,42,8478,2843.0,299,0,113,260,2275.0,746,67,0,12,64,18604.0,13.81307097,100.5316927,26.67729515314313,47.12016148348845,0
363,363,2023-10-17,หน้าตลาดยิปซี,กรุงเทพ - นนทบุรี,2405,488.0,67,0,24,79,9424,2579.0,258,0,97,186,1949.0,607,40,0,9,12,18224.0,13.82227699,100.5326292,28.927639275702358,0.08539541859649558,0
364,364,2023-10-18,สาธุ - จันทน์,จันทน์,1070,431.0,33,0,10,23,3649,1363.3,113,0,90,85,815.0,280,19,0,27,18,8026.3,13.70588472,100.528701,34.389300023889774,19.60986599987036,0
365,365,2023-10-18,สาธุ - จันทน์,สาธุประดิษฐ์,1757,496.0,18,0,33,72,6814,2601.0,85,0,202,172,1548.0,572,22,0,39,37,14468.0,13.70588472,100.528701,29.520992026683974,19.4103612327158,0
366,366,2023-10-18,ปากซอยนราธิวาส 28,นราธิวาสราชนครินทร์,2368,703.0,60,1,10,13,9395,3356.0,328,0,189,87,2531.0,804,61,0,13,25,19944.0,13.69741522,100.5439124,25.413145673815382,17.922835106488762,0
367,367,2023-10-19,วิสุทธิกษัตริย์,ประชาธิปไตย,1153,271.0,81,29,14,61,3758,1475.0,351,115,120,475,662.0,284,72,31,17,114,9083.0,13.76244304,100.5043261,25.018499523815255,2.096595946113866,0
368,368,2023-10-19,วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,5519,1021.0,14,0,17,19,15391,5729.0,53,0,276,277,3500.0,1172,12,0,40,68,33108.0,13.76244304,100.5043261,31.646457702314105,38.701293730373386,0
369,369,2023-10-20,สะพานดำ,พระรามที่ 6,2895,518.0,19,3,24,44,13444,3106.0,102,12,201,155,3087.0,861,29,3,20,22,24545.0,13.79700608,100.5383852,34.06311559958881,24.85699636312908,0
370,370,2023-10-20,สะพานดำ,กำแพงเพชร 5,1,0.0,0,0,0,0,3,2.0,0,0,0,3,0.0,0,0,0,0,0,9.0,13.79700608,100.5383852,29.118421020693894,49.36264145156081,0
371,371,2023-10-20,สะพานดำ,กำแพงเพชร,1738,332.0,3,0,24,15,4778,1609.0,21,0,179,87,1049.0,251,6,0,9,17,10118.0,13.79700608,100.5383852,32.37322851146635,19.458158073111324,0
372,372,2023-10-24,ปากซอยประดิษฐ์มนูธรรม 15,ประดิษฐ์มนูธรรม,6975,1932.0,18,4,140,7,34633,12298.0,74,18,1276,51,8500.0,3299,19,5,207,18,69474.0,13.80333356,100.6161615,31.454374584955815,39.979965427619334,0
373,373,2023-10-24,ทางเข้าถนนสุคนธสวัสดิ์,ประดิษฐ์มนูธรรม,7971,2292.0,97,0,199,3,26584,9176.0,379,5,1295,11,6696.0,2271,95,0,162,1,57237.0,13.83550996,100.6317184,26.95757855915966,5.429016587001562,0
374,374,2023-10-25,หน้าโรงแรมโฟร์วิงส์,ศรีนครินทร์,3890,1495.0,93,0,106,10,13418,7013.0,331,2,430,25,2667.0,1672,50,0,41,3,31246.0,13.7542325,100.6459176,29.37626462749535,7.339413715448245,0
375,375,2023-10-25,สามแยกบางกะปิ,ศรีนครินทร์,948,460.0,118,6,58,34,4273,2162.0,374,29,204,73,1056.0,458,90,5,8,20,10376.0,13.766064,100.645356,34.644969474935614,3.980647425454525,0
376,376,2023-10-25,สามแยกบางกะปิ,ลาดพร้าว,2743,753.0,279,49,25,66,9810,3708.0,878,74,188,134,2343.0,959,210,24,23,42,22308.0,13.766064,100.645356,30.29352507068806,25.725502787863242,0
377,377,2023-10-26,บรมราชชนนี,จรัญสนิทวงศ์,7209,1524.0,117,7,48,127,24815,6948.0,461,14,311,379,6379.0,1579,102,2,38,115,50175.0,13.773314,100.481908,27.61862423086193,30.46867146168945,0
378,378,2023-10-26,บรมราชชนนี,บรมราชชนนี,10818,2809.0,297,24,114,131,40109,9798.0,1141,38,487,488,11565.0,2774,256,1,31,134,81015.0,13.773314,100.481908,27.42432062802122,43.67550774980971,0
379,379,2023-10-30,หน้าโลตัสเลียบคลองสอง,เลียบคลองสอง,4339,1419.0,7,0,85,3,13971,5447.0,33,1,276,13,3510.0,1183,9,0,15,4,30315.0,13.85978263,100.6995012,28.814980865520113,30.358743547068222,0
380,380,2023-10-30,ปากซอยเลียบคลองสอง 28,เลียบคลองสอง,3327,1340.0,8,0,32,2,11745,5368.0,24,2,462,22,2941.0,1253,10,0,36,3,26575.0,13.86132843,100.7169544,34.24099300360228,33.64024574365381,0
381,381,2023-10-30,ปากซอยจรัญสนิทวงศ์ 29,จรัญสนิทวงศ์,5958,1257.0,107,6,37,185,21026,7167.0,513,6,269,450,5340.0,1434,128,0,36,83,44002.0,13.86154385,100.7177837,25.873931081857172,33.61359048579253,0
382,382,2023-10-31,หน้าบิ๊กซีหนองจอก,เลียบวารี,2444,1627.0,14,4,23,1,8003,6748.0,58,14,451,8,2328.0,1700,79,4,83,0,23589.0,13.85575043,100.8544779,26.602808552199928,41.64116881709356,0
383,383,2023-10-31,ปากซอยเลียบวารี 11,เลียบวารี,2718,1485.0,31,8,76,0,7460,5411.0,84,9,503,7,2202.0,1307,92,5,65,0,21463.0,13.85538421,100.847078,28.073436443295996,8.288108588809273,0
384,384,2023-10-31,ปากซอยเลียบวารี 55,เลียบวารี,1738,1145.0,29,2,37,1,5729,3371.0,89,11,218,6,1705.0,764,86,4,48,0,14983.0,13.85307027,100.8220143,31.15830890412353,11.007921306882618,0
385,385,2023-09-01,ไฟฉาย,จรัญสนิทวงศ์,5703,1195.0,119,0,35,87,21563,6961.0,401,1,281,251,5455.0,1832,76,0,31,55,44046.0,13.754797,100.469489,31.11047745739787,23.778217875030776,0
386,386,2023-09-01,ไฟฉาย,พรานนก - กาญจนาภิเษก,3255,823.0,36,3,4,10,9383,2915.0,130,19,105,56,2639.0,796,26,7,13,16,20236.0,13.754797,100.469489,25.740373254311343,34.08944222177731,0
387,387,2023-09-01,ไฟฉาย,พรานนก,2461,770.0,33,2,9,33,8528,3171.0,149,10,87,157,2089.0,697,43,3,7,44,18293.0,13.754797,100.469489,31.909491508681967,15.483485547606207,0
388,388,2023-09-04,ชักพระ ,ชัยพฤกษ์,1138,403.0,20,0,5,11,5928,1734.0,32,0,47,37,1753.0,514,9,0,7,14,11652.0,13.781519,100.464786,31.54299293394707,5.485149422464408,0
389,389,2023-09-04,ชักพระ ,ชักพระ,339,111.0,40,0,5,4,1249,453.0,112,0,27,18,336.0,136,20,0,2,3,2855.0,13.781519,100.464786,30.84531009407433,20.95067145937528,0
390,390,2023-09-05,เลียบทางรถไฟสายใต้ - ฉิมพลี,ฉิมพลี,1266,466.0,29,0,10,9,3197,1412.0,137,0,54,28,987.0,425,29,0,8,3,8060.0,13.779394,100.452021,34.85934888296112,5.308054269596729,0
391,391,2023-09-05,เลียบทางรถไฟสายใต้ - ฉิมพลี,เลียบทางรถไฟสายใต้,1592,441.0,2,2,17,5,4290,1679.0,5,0,153,18,1349.0,454,2,0,14,2,10025.0,13.779394,100.452021,28.97080458834883,30.357205627545152,0
392,392,2023-09-06,โพธิ์สามต้น,อิสรภาพ,2583,584.0,46,0,13,208,6522,2051.0,202,0,95,802,1956.0,623,54,0,10,180,15929.0,13.740439,100.483894,33.52037017414399,28.850692462878385,0
393,393,2023-09-06,โพธิ์สามต้น,วังเดิม,565,108.0,19,0,6,32,2223,605.0,74,0,78,108,617.0,125,23,0,6,32,4621.0,13.740439,100.483894,30.074129797399962,11.173343614925207,0
394,394,2023-09-07,อรุณอมรินทร์ - วังเดิม,อรุณอมรินทร์,2067,420.0,39,0,10,67,7247,1855.0,120,0,56,305,1840.0,493,25,0,6,50,14600.0,13.742167,100.487561,34.80376043633464,24.61135292376181,0
395,395,2023-09-07,อรุณอมรินทร์ - วังเดิม,วังเดิม,929,208.0,21,0,10,42,3313,859.0,47,1,32,151,658.0,215,11,0,1,41,6539.0,13.742167,100.487561,28.184041649003714,45.91063357257657,0
396,396,2023-09-08,สวนผัก - ชัยพฤกษ์,ชัยพฤกษ์,526,187.0,3,0,6,0,1569,888.0,10,0,53,2,767.0,266,0,1,3,2,4283.0,13.791657,100.463482,30.77853483869874,25.253648002370465,0
397,397,2023-09-08,สวนผัก - ชัยพฤกษ์,สวนผัก,296,170.0,0,0,2,1,1194,619.0,6,0,14,6,288.0,147,0,0,1,2,2746.0,13.791657,100.463482,27.090107535067446,47.22532923504056,0
398,398,2023-09-08,สวนผัก - ชัยพฤกษ์,ชัยพฤกษ์ 18,14,9.0,0,0,0,0,35,21.0,0,0,1,0,10.0,8,0,0,0,0,98.0,13.791657,100.463482,27.67969754210857,38.57347896303484,0
399,399,2023-09-11,เพชรเกษม 69,เพชรเกษม 69,1529,508.0,17,0,29,9,6066,2320.0,53,0,186,22,1559.0,667,15,0,23,7,13010.0,13.708045,100.373836,28.835618675603442,27.92979236766876,0
400,400,2023-09-11,เพชรเกษม 69,เพชรเกษม 102/4,24,12.0,0,0,2,0,56,52.0,0,0,6,0,20.0,10,0,0,2,0,184.0,13.708045,100.373836,31.25047131382354,19.135925537789916,0
401,401,2023-09-11,เพชรเกษม 69,เพขรเกษม,6833,2215.0,170,0,283,7,21026,13977.0,797,0,2675,30,5860.0,2983,220,0,288,11,57375.0,13.708045,100.373836,32.804787290916096,49.911385945705675,0
402,402,2023-09-12,สุขุมวิท 42,สุขุมวิท 42,1400,397.0,32,7,21,6,5094,1847.0,120,17,255,53,1109.0,435,28,2,20,7,10850.0,13.719548,100.585058,29.00489429272725,27.16932351921246,0
403,403,2023-09-12,สุขุมวิท 42,สุขุมวิท,4169,1290.0,155,10,28,36,12984,5356.0,573,69,358,43,3571.0,1400,151,15,37,11,30256.0,13.719548,100.585058,31.69050937229738,48.93880234041844,0
404,404,2023-09-13,นิมิตใหม่ 4 - 6,นิมิตใหม่,4425,2060.0,5,4,617,0,11950,7385.0,18,13,4744,0,3126.0,1772,3,3,777,0,36902.0,13.82471,100.740375,33.39932328833852,44.08278602014937,0
405,405,2023-09-13,หทัยราษฎร์ - สุวินทวงศ์,หทัยราษฎร์,1834,841.0,5,0,7,1,3550,2621.0,7,0,323,4,830.0,710,2,0,75,1,10811.0,13.816697,100.722187,25.138915900220063,6.861263187316596,0
406,406,2023-09-13,หทัยราษฎร์ - สุวินทวงศ์,สุวินทวงศ์,7817,3831.0,104,4,107,12,30031,19601.0,333,18,2748,68,7807.0,4855,112,6,569,14,78037.0,13.816697,100.722187,31.372319897249966,22.071996180527858,0
407,407,2023-09-14,ทางข้ามโรงเรียนบางบัว,พหลโยธิน,8184,1514.0,186,0,82,13,23166,6635.0,716,0,680,41,6048.0,1365,155,0,69,11,48865.0,13.857289,100.585521,29.429344046533295,33.47661588766781,0
408,408,2023-09-14,ทางข้ามโรงเรียนบางบัว,เลียบคลองบางเขน,800,145.0,0,0,1,3,2747,1205.0,0,0,131,5,553.0,214,0,0,5,1,5810.0,13.857289,100.585521,30.794054915526196,35.79313144385253,0
409,409,2023-09-14,เสนานิคม 1 ซอย 8,เสนานิคม 1 ซอย 8,286,41.0,0,0,0,3,496,141.0,0,0,3,2,252.0,95,0,0,0,0,1319.0,13.833875,100.575606,31.800147802206617,39.366284750771236,0
410,410,2023-09-14,เสนานิคม 1 ซอย 8,เสนานิคม 1,2510,537.0,0,0,18,322,7275,2065.0,12,0,78,775,1938.0,455,0,0,6,176,16167.0,13.833875,100.575606,26.67881886355009,12.441415875091316,0
411,411,2023-09-15,อุรุพงษ์,พระรามที่ 6,5093,1025.0,9,0,24,92,20820,7800.0,118,4,307,649,4985.0,1842,30,1,55,112,42966.0,13.756144,100.523478,28.468184381886918,40.28481576131761,0
412,412,2023-09-15,อุรุพงษ์,เพชรบุรี,5496,962.0,173,3,34,94,17703,4759.0,689,9,208,525,4576.0,1081,179,2,9,105,36607.0,13.756144,100.523478,26.716513123969825,43.73289125280016,0
413,413,2023-09-18,ปากซอยลาดพร้าว 15,ลาดพร้าว 15,302,79.0,0,0,1,2,1080,418.0,0,0,9,11,173.0,64,0,0,1,4,2144.0,13.807908,100.570489,25.522443403735814,22.488094168168686,0
414,414,2023-09-18,ปากซอยลาดพร้าว 15,ลาดพร้าว ,5104,756.0,143,0,12,13,21416,5304.0,698,5,82,73,5398.0,1465,194,1,11,16,40691.0,13.807908,100.570489,29.21846033845852,10.033156554708157,0
415,415,2023-09-19,ทางข้าม รร.ผ่องพลอยอนุสรณ์,ลาซาล 55,1970,465.0,4,2,9,1,4325,2242.0,7,5,90,10,1362.0,425,2,1,11,2,10933.0,13.661233,100.630128,26.117181953503092,49.269133804806586,0
416,416,2023-09-19,ผ่องพลอย,ลาซาล 46,55,15.0,0,0,1,0,127,65.0,0,0,4,3,34.0,18,0,0,0,1,323.0,13.659475,100.629804,28.181439946331036,1.810622486316138,0
417,417,2023-09-19,ผ่องพลอย,ลาซาล 55,881,243.0,0,0,5,3,2103,788.0,0,0,23,3,663.0,185,0,0,1,0,4898.0,13.659475,100.629804,32.26620838628879,21.66401328667097,0
418,418,2023-09-19,ผ่องพลอย,ลาซาล,2970,668.0,4,2,29,14,9816,3023.0,21,6,122,21,2622.0,920,7,4,14,7,20270.0,13.659475,100.629804,28.93015389467142,19.76439816135724,0
419,419,2023-09-20,พุทธมณฑลสาย 2,เพชรเกษม 55,65,18.0,0,0,1,2,223,88.0,0,0,4,2,55.0,18,0,0,0,1,477.0,13.709774,100.39589,33.651259601360906,18.777644062184002,0
420,420,2023-09-20,พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,1181,335.0,47,0,21,2,5690,1732.0,220,0,297,22,1367.0,372,33,0,17,6,11342.0,13.709774,100.39589,31.18710636674784,1.21266014391323,0
421,421,2023-09-20,พุทธมณฑลสาย 2,เพชรเกษม,10035,3649.0,218,0,424,64,29387,16782.0,841,0,3310,215,7150.0,3701,153,0,500,50,76479.0,13.709774,100.39589,32.34202885825801,14.52076171019706,0
422,422,2023-09-20,หน้าสวนอาหารปีกไม้,พุทธมณฑลสาย 2,2410,851.0,77,0,26,7,9108,4132.0,305,0,449,54,2433.0,943,66,0,43,12,20916.0,13.713806,100.395892,25.290635729053562,35.399873220428205,0
423,423,2023-09-21,หน้าเซเว่นหน้าวัดปากน้ำ,รัชมงคลประสาธน์ 10,177,60.0,0,0,1,14,861,325.0,0,0,2,63,126.0,106,0,0,1,18,1754.0,13.721683,100.468294,31.163241487043017,3.21354202898923,0
424,424,2023-09-21,หน้าเซเว่นหน้าวัดปากน้ำ,รัชมงคลประสาธน์ ,221,74.0,0,0,1,6,669,230.0,0,0,4,58,169.0,43,0,0,1,12,1488.0,13.721683,100.468294,25.906785853050373,36.89948695736308,0
425,425,2023-09-21,วัดนาคปรก,รัชมงคลประสาธน์,288,123.0,6,0,13,17,1004,413.0,32,3,45,62,267.0,114,10,0,3,14,2414.0,13.718794,100.466819,28.231596837171164,11.045489338877623,0
426,426,2023-09-21,วัดนาคปรก,เทอดไท,909,254.0,19,1,4,13,2355,849.0,51,3,39,27,776.0,263,19,1,5,11,5599.0,13.718794,100.466819,31.255555005590914,8.26237623617751,0
427,427,2023-09-22,ทางข้ามหน้าทำเนียบรัฐบาล,พิษณุโลก,2615,690.0,73,0,8,22,8613,2187.0,248,0,19,50,2579.0,673,56,0,2,13,17848.0,13.76415649,100.512434,32.89445533030781,23.857402701170887,0
428,428,2023-09-22,ปากซอยนครสวรรค์ 3,นครสวรรค์,3881,934.0,28,1,10,24,13033,4664.0,152,4,101,123,3779.0,1770,32,1,34,35,28606.0,13.75902625,100.510828,25.264687501910736,23.341605875671128,0
429,429,2023-09-25,ตลาดวงศกร,ทางเข้าออกตลาดวงศกร,258,129.0,0,0,2,0,790,393.0,0,0,3,2,82.0,57,0,0,0,0,1716.0,13.921462,100.683786,33.68077172025784,25.583343878675542,0
430,430,2023-09-25,ตลาดวงศกร,เฉลิมพงษ์,689,444.0,0,0,21,0,2559,1401.0,0,0,51,1,699.0,326,0,0,3,0,6194.0,13.921462,100.683786,29.704175463737844,8.238122216264538,0
431,431,2023-09-25,ตลาดวงศกร,สายไหม,2220,792.0,5,4,50,4,7072,4010.0,31,13,603,18,1812.0,836,8,2,30,3,17513.0,13.921462,100.683786,26.164974688736706,23.706082783321513,0
432,432,2023-09-26,ผ่านภิภพลีลา,ราชดำเนินใน,909,306.0,94,21,14,28,7820,2697.0,565,84,128,401,1744.0,512,103,15,18,55,15514.0,13.757028,100.494786,27.92482355616324,31.833203166690094,0
433,433,2023-09-26,ผ่านภิภพลีลา,สมเด็จพระปิ่นเกล้า,8188,1564.0,161,13,26,65,18125,6257.0,698,17,338,421,3721.0,1426,162,2,20,85,41289.0,13.757028,100.494786,34.797476538663496,3.3706883285068434,0
434,434,2023-09-26,ผ่านภิภพลีลา,ราชดำเนินกลาง,2487,681.0,228,0,81,108,16394,5885.0,916,3,413,916,3923.0,1276,184,0,8,146,33649.0,13.757028,100.494786,33.69527758921012,6.1599942435477395,0
435,435,2023-09-26,ผ่านภิภพลีลา,จักรพงษ์,414,154.0,72,0,6,52,1776,598.0,306,0,45,197,478.0,103,66,0,3,29,4299.0,13.757028,100.494786,32.17760539110906,23.559930993275195,0
436,436,2023-09-27,จักรพรรดิพงษ์,นครสวรรค์,3040,538.0,7,0,18,16,8364,2268.0,36,0,78,227,1628.0,450,19,1,4,56,16750.0,13.758253,100.509514,26.331325370107127,40.40212900768692,0
437,437,2023-09-27,จักรพรรดิพงษ์,จักรพรรดิพงษ์,3969,854.0,15,0,11,61,13161,3820.0,56,0,143,228,2355.0,667,6,0,4,39,25389.0,13.758253,100.509514,33.71541079248152,23.38961708799472,0
438,438,2023-09-28,ด่วนกำแพงเพชร,เจษฎา,330,111.0,35,0,4,5,971,360.0,112,0,8,9,234.0,128,28,0,1,1,2337.0,13.797831,100.541208,29.995776571227594,4.519615715254033,0
439,439,2023-09-28,ด่วนกำแพงเพชร,กำแพงเพชร,8015,1643.0,91,5,58,44,27282,6964.0,301,29,244,229,6828.0,1620,95,3,13,46,53510.0,13.797831,100.541208,32.91411224380021,11.538210111843505,0
440,440,2023-09-29,เฉลิมบุรี,ทรงสวัสดิ์,224,146.0,0,0,14,64,1853,1427.0,0,0,45,458,539.0,343,0,0,10,212,5335.0,13.739439,100.511464,25.99937414860673,46.67172306054947,0
441,441,2023-09-29,เฉลิมบุรี,เยาวราช,1617,357.0,73,13,4,74,7835,2081.0,231,92,39,523,1830.0,492,84,45,16,283,15689.0,13.739439,100.511464,26.846857284317583,9.132989183185819,0
442,442,2023-09-29,แปลงนาม,แปลงนาม,77,32.0,0,0,4,23,886,313.0,0,0,17,83,60.0,30,0,0,0,12,1537.0,13.741861,100.510444,27.796230800159773,3.02206411342964,0
443,443,2023-09-29,แปลงนาม,พลับพลาไชย,125,28.0,0,2,5,39,1072,345.0,0,3,14,259,123.0,79,0,0,0,18,2112.0,13.741861,100.510444,29.517186785519886,36.320084618351885,0
444,444,2023-09-29,แปลงนาม,เจริญกรุง,2039,380.0,47,18,6,65,9242,2469.0,338,48,31,416,2191.0,543,81,17,5,54,17990.0,13.741861,100.510444,31.19119677221721,21.774037418374544,0
445,445,2023-01-03,พรานนก,อิสรภาพ,1579,379.0,21,7,21,168,6395,1920.0,111,22,134,607,1911.0,473,33,9,14,153,13957.0,13.75557464,100.4779597,32.40053556126079,0.8577186524659608,0
446,446,2023-01-03,พรานนก,พานนก,3374,704.0,54,0,16,107,9819,2534.0,176,1,79,440,2149.0,623,33,0,26,103,20238.0,13.75557464,100.4779597,28.62705897141482,39.638723585823264,0
447,447,2023-01-04,เพชรเกษม - พุทธมณฑลสาย 1,พุทธมณฑลสาย 1,1869,422.0,0,0,11,20,4938,1509.0,0,0,100,56,1328.0,320,1,0,6,2,10582.0,13.71241267,100.4285125,28.506287109661674,10.528344992456484,0
448,448,2023-01-04,เพชรเกษม - พุทธมณฑลสาย 1,เพชรเกษม,6231,1848.0,243,0,77,190,21038,7398.0,986,2,633,597,5703.0,1751,166,0,68,61,46992.0,13.71241267,100.4285125,32.43253772619814,2.9616876866916773,0
449,449,2023-01-05,ศรีอุดม,ศรีนคริน,7774,2607.0,93,4,103,5,27603,10526.0,326,13,736,12,7772.0,2585,81,4,95,0,60339.0,13.67774948,100.6460593,28.031695968770634,36.758860573909594,0
450,450,2023-01-05,ศรีอุดม,อุดมสุข,3649,1304.0,1,1,47,5,12700,5544.0,3,1,305,27,3264.0,1113,3,0,14,8,27989.0,13.67774948,100.6460593,31.840112172259225,41.419896288521606,0
451,451,2023-01-09,สวนสน,ซอยรามคำแหง 60,513,143.0,0,0,6,0,1711,604.0,0,0,31,3,471.0,143,0,0,4,2,3631.0,13.76311172,100.6486757,34.91826892576165,11.826140657924272,0
452,452,2023-01-09,สวนสน,พ่วงศิริ,1021,249.0,3,0,1,11,3236,1208.0,11,0,51,29,605.0,163,1,0,8,1,6598.0,13.76311172,100.6486757,28.992354903150247,31.264311239411676,0
453,453,2023-01-09,สวนสน,รามคำแหง,3332,825.0,69,0,24,5,13737,5120.0,277,0,268,62,3314.0,1174,67,0,13,6,28293.0,13.76311172,100.6486757,31.494721051565904,4.56989032252364,0
454,454,2023-01-10,สรรพาวุธ,ทางรถไฟสายปากน้ำ,760,280.0,0,0,58,3,2949,1866.0,1,2,3449,6,1313.0,704,3,2,878,0,12274.0,13.67614169,100.5911928,26.024706213368273,36.434583569114714,0
455,455,2023-01-10,สรรพาวุธ,สรรพาวุธ,2019,497.0,4,0,336,4,3731,2088.0,9,0,2173,9,604.0,263,8,0,222,0,11967.0,13.67614169,100.5911928,26.50457809169202,35.74496463803131,0
456,456,2023-01-11,หัวลำโพง,มหาพฤฒาราม,1689,323.0,37,1,15,37,5504,1801.0,162,4,46,208,1354.0,296,36,0,7,53,11573.0,13.73787474,100.5162734,34.90228802458406,37.70271572532466,0
457,457,2023-01-11,หัวลำโพง,พระรามที่ 4,7343,1538.0,162,1,38,189,24106,9466.0,739,10,456,1006,5987.0,2038,173,1,69,245,53567.0,13.73787474,100.5162734,31.28206737272376,7.6086456921593495,0
458,458,2023-01-12,ประเวศ,เฉลิมพระเกียรติ ร.9,2084,1038.0,15,0,68,5,5942,4788.0,26,1,665,14,1751.0,1281,6,0,93,3,17780.0,13.72138649,100.6978013,26.078137986406475,1.3175019027106494,0
459,459,2023-01-12,ประเวศ,อ่อนนุช,6968,2936.0,52,5,330,7,23831,11941.0,223,15,2588,36,6820.0,2747,58,4,313,6,58880.0,13.72138649,100.6978013,27.993289812458627,24.98097197150725,0
460,460,2023-01-13,กรุงเทพกรีฑา-หมู่บ้านนักกีฬาแหลมทอง,หมู่บ้านนักกีฬาแหลมทอง,261,70.0,19,0,4,6,610,178.0,43,0,16,5,233.0,43,6,0,3,2,1499.0,13.73917909,100.6926056,33.12023768079119,14.29068233293439,0
461,461,2023-01-13,กรุงเทพกรีฑา-หมู่บ้านนักกีฬาแหลมทอง,กรุงเทพกรีฑา,1496,569.0,16,0,17,6,4365,1853.0,91,0,81,49,1494.0,449,20,0,21,14,10541.0,13.73917909,100.6926056,33.74415494951707,7.317565085924982,0
462,462,2023-01-16,ราชวงศ์,ราชวงศ์,408,132.0,44,0,8,127,2482,1249.0,122,0,115,816,536.0,231,21,0,11,213,6515.0,13.74235927,100.5069483,29.08778732536709,10.288189076613307,0
